n_pruned,n_kept,keep_frac,rec_prior,rec_zero,prior_zero_gap
5.931000000000000000e+03,2.130000000000000000e+02,3.466796875000000000e-02,1.167230529785156234e-01,1.130439117431640689e-01,3.679141235351554573e-03
5.935000000000000000e+03,2.090000000000000000e+02,3.401692708333333565e-02,1.167134877522786468e-01,1.130744283040364534e-01,3.639059448242193406e-03
5.939000000000000000e+03,2.050000000000000000e+02,3.336588541666666435e-02,1.169384806315104108e-01,1.131074910481770779e-01,3.830989583333332948e-03
5.943000000000000000e+03,2.010000000000000000e+02,3.271484375000000000e-02,1.167854838053385413e-01,1.131364522298177050e-01,3.649031575520836346e-03
5.947000000000000000e+03,1.970000000000000000e+02,3.206380208333333565e-02,1.169241770426432264e-01,1.131729105631510413e-01,3.751266479492185169e-03
5.951000000000000000e+03,1.930000000000000000e+02,3.141276041666666435e-02,1.170201629638671914e-01,1.132133524576822980e-01,3.806810506184893361e-03
5.955000000000000000e+03,1.890000000000000000e+02,3.076171875000000000e-02,1.170713582356770893e-01,1.132443806966145772e-01,3.826977539062512146e-03
5.959000000000000000e+03,1.850000000000000000e+02,3.011067708333333218e-02,1.170820597330729101e-01,1.132822794596354127e-01,3.799780273437497469e-03
5.963000000000000000e+03,1.810000000000000000e+02,2.945963541666666782e-02,1.170029022216796943e-01,1.133159464518229131e-01,3.686955769856781195e-03
5.967000000000000000e+03,1.770000000000000000e+02,2.880859375000000000e-02,1.171256022135416658e-01,1.133519714355468722e-01,3.773630777994793628e-03
